account_id,account_holder1,addr1,addr2,addr3,addr4,postcode,propref,vo_propdescrip,liable_from,current_rv,sbrr,retail
7.1188887E7,VODAFONE LIMITED                ,VODAFONE SITE REF (CS5997)         ,ABERCROMBIE BLOCK OXFORD BROOKES   ,UNIVERSITY  GIPSEY LANE         ,HEADINGTON                      ,OX3 0BP ,1.1001805997E10,Communication Station and Premises                          ,2005-01-04T00:00:00Z,13250.0,      ,      
7.1188887E7,VODAFONE LIMITED                ,VODAFONE SITE REF (CS5997)         ,ABERCROMBIE BLOCK OXFORD BROOKES   ,UNIVERSITY  GIPSEY LANE         ,HEADINGTON                      ,OX3 0BP ,1.1001805997E10,COMMUNICATION STATION AND PREMISES                          ,2005-01-04T00:00:00Z,13250.0,      ,      
7.1188887E7,VODAFONE LIMITED                ,VODAFONE SITE REF (CS5997)         ,ABERCROMBIE BLOCK OXFORD BROOKES   ,UNIVERSITY  GIPSEY LANE         ,HEADINGTON                      ,OX3 0BP ,1.1001805997E10,COMMUNICATION STATION AND PREMISES                          ,2005-01-04T00:00:00Z,13250.0,      ,      
7.0677351E7,DAIRY CREST LTD                 ,DEPOT AT TOWLES MILL               ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4XP ,1.1002000004E10,STORE AND PREMISES                                          ,1993-10-22T00:00:00Z,109000.0,      ,      
7.0677351E7,DAIRY CREST LTD                 ,DEPOT AT TOWLES MILL               ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4XP ,1.1002000004E10,STORE AND PREMISES                                          ,1993-10-22T00:00:00Z,109000.0,      ,      
7.0677351E7,DAIRY CREST LTD                 ,DEPOT AT TOWLES MILL               ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4XP ,1.1002000004E10,STORE AND PREMISES                                          ,1993-10-22T00:00:00Z,109000.0,      ,      
7.1188733E7,MOBILE BROADBAND NETWORK LTD    ,HUTCHINSON (OX0012) STREETWORKS    ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4RA ,1.1002000012E10,Communication Station and Premises                          ,2010-01-04T00:00:00Z,4900.0,      ,      
7.1188733E7,MOBILE BROADBAND NETWORK LTD    ,HUTCHINSON (OX0012) STREETWORKS    ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4RA ,1.1002000012E10,COMMUNICATION STATION AND PREMISES                          ,2010-01-04T00:00:00Z,4900.0,      ,      
7.1188733E7,MOBILE BROADBAND NETWORK LTD    ,HUTCHINSON (OX0012) STREETWORKS    ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4RA ,1.1002000012E10,COMMUNICATION STATION AND PREMISES                          ,2010-01-04T00:00:00Z,4900.0,      ,      
7.1192411E7,TRAVELODGE HOTELS LTD           ,TRAVELODGE                         ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4XJ ,1.1002000111E10,Hotel and Premises                                          ,2015-07-12T00:00:00Z,162000.0,      ,      
7.1192411E7,TRAVELODGE HOTELS LTD           ,TRAVELODGE                         ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4XJ ,1.1002000111E10,HOTEL AND PREMISES                                          ,2015-07-12T00:00:00Z,162000.0,      ,      
7.1192411E7,TRAVELODGE HOTELS LTD           ,TRAVELODGE                         ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4XJ ,1.1002000111E10,HOTEL AND PREMISES                                          ,2015-07-12T00:00:00Z,162000.0,      ,      
7.1191444E7,SHELDON INNS LTD                ,THE FOLLY                          ,38 ABINGDON ROAD                   ,OXFORD                          ,                                ,OX1 4PD ,1.10020038E10,PUBLIC HOUSE AND PREMISES                                   ,2014-05-14T00:00:00Z,26500.0,      ,Y     
7.1191444E7,SHELDON INNS LTD                ,THE FOLLY                          ,38 ABINGDON ROAD                   ,OXFORD                          ,                                ,OX1 4PD ,1.10020038E10,PUBLIC HOUSE AND PREMISES                                   ,2014-05-14T00:00:00Z,26500.0,      ,Y     
7.1191444E7,SHELDON INNS LTD                ,THE FOLLY                          ,38 ABINGDON ROAD                   ,OXFORD                          ,                                ,OX1 4PD ,1.10020038E10,PUBLIC HOUSE AND PREMISES                                   ,2014-05-14T00:00:00Z,26500.0,      ,Y     
7.1185965E7,FOUR PILLARS HOTELS LTD         ,OXFORD SPIRES FOUR PILLARS HOTEL   ,85 ABINGDON ROAD                   ,OXFORD                          ,                                ,OX1 4PR ,1.1002008503E10,HOTEL AND PREMISES                                          ,2000-12-22T00:00:00Z,960000.0,      ,      
7.1185965E7,FOUR PILLARS HOTELS LTD         ,OXFORD SPIRES FOUR PILLARS HOTEL   ,85 ABINGDON ROAD                   ,OXFORD                          ,                                ,OX1 4PR ,1.1002008503E10,HOTEL AND PREMISES                                          ,2000-12-22T00:00:00Z,960000.0,      ,      
7.1185965E7,FOUR PILLARS HOTELS LTD         ,OXFORD SPIRES FOUR PILLARS HOTEL   ,85 ABINGDON ROAD                   ,OXFORD                          ,                                ,OX1 4PR ,1.1002008503E10,HOTEL AND PREMISES                                          ,2000-12-22T00:00:00Z,960000.0,      ,      
7.1185965E7,FOUR PILLARS HOTELS LTD         ,OXFORD SPIRES FOUR PILLARS HOTEL   ,85 ABINGDON ROAD                   ,OXFORD                          ,                                ,OX1 4PR ,1.1002008503E10,HOTEL AND PREMISES                                          ,2000-12-22T00:00:00Z,960000.0,      ,      
7.0852991E7,SPIRES (OXFORD) LTD             ,88-90 ABINGDON ROAD                ,OXFORD                             ,                                ,                                ,OX1 4PX ,1.1002009E10,GUEST HOUSE AND PREMISES                                    ,1996-05-15T00:00:00Z,24250.0,      ,      
7.0852991E7,SPIRES (OXFORD) LTD             ,88-90 ABINGDON ROAD                ,OXFORD                             ,                                ,                                ,OX1 4PX ,1.1002009E10,GUEST HOUSE AND PREMISES                                    ,1996-05-15T00:00:00Z,24250.0,      ,      
7.0852991E7,SPIRES (OXFORD) LTD             ,88-90 ABINGDON ROAD                ,OXFORD                             ,                                ,                                ,OX1 4PX ,1.1002009E10,GUEST HOUSE AND PREMISES                                    ,1996-05-15T00:00:00Z,24250.0,      ,      
7.1189833E7,AKIPORT LIMITED                 ,192 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4RA ,1.1002019201E10,SHOP AND PREMISES                                           ,2010-04-04T00:00:00Z,5600.0,Y     ,Y     
7.1189833E7,AKIPORT LIMITED                 ,192 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4RA ,1.1002019201E10,SHOP AND PREMISES                                           ,2010-04-04T00:00:00Z,5600.0,Y     ,Y     
7.1189833E7,AKIPORT LIMITED                 ,192 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4RA ,1.1002019201E10,SHOP AND PREMISES                                           ,2010-04-04T00:00:00Z,5600.0,Y     ,Y     
7.1193339E7,HOME PUBS LTD                   ,THE BERKSHIRE                      ,200 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4RA ,1.100202E10,PUBLIC HOUSE AND PREMISES                                   ,2017-06-03T00:00:00Z,12250.0,Y     ,Y     
7.1193339E7,HOME PUBS LTD                   ,THE BERKSHIRE                      ,200 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4RA ,1.100202E10,PUBLIC HOUSE AND PREMISES                                   ,2017-06-03T00:00:00Z,12250.0,Y     ,Y     
7.1193339E7,HOME PUBS LTD                   ,THE BERKSHIRE                      ,200 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4RA ,1.100202E10,PUBLIC HOUSE AND PREMISES                                   ,2017-06-03T00:00:00Z,12250.0,Y     ,Y     
7.1190442E7,UBYK LTD                        ,272 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TA ,1.1002027201E10,SHOP AND PREMISES                                           ,2013-01-04T00:00:00Z,19750.0,      ,Y     
7.1190442E7,UBYK LTD                        ,272 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TA ,1.1002027201E10,SHOP AND PREMISES                                           ,2013-01-04T00:00:00Z,19750.0,      ,Y     
7.1190442E7,UBYK LTD                        ,272 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TA ,1.1002027201E10,SHOP AND PREMISES                                           ,2013-01-04T00:00:00Z,19750.0,      ,Y     
7.1190442E7,UBYK LTD                        ,272 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TA ,1.1002027201E10,SHOP AND PREMISES                                           ,2013-01-04T00:00:00Z,19750.0,      ,Y     
7.1191781E7,TESCO PERSONAL FINANCE PLC      ,ATM SITE AT TESCO EXPRESS          ,279 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TJ ,1.1002027901E10,Site of ATM                                                 ,2014-02-23T00:00:00Z,8300.0,      ,      
7.1191781E7,TESCO PERSONAL FINANCE PLC      ,ATM SITE AT TESCO EXPRESS          ,279 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TJ ,1.1002027901E10,SITE OF ATM                                                 ,2014-02-23T00:00:00Z,8300.0,      ,      
7.1191781E7,TESCO PERSONAL FINANCE PLC      ,ATM SITE AT TESCO EXPRESS          ,279 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TJ ,1.1002027901E10,SITE OF ATM                                                 ,2014-02-23T00:00:00Z,8300.0,      ,      
7.1191782E7,TESCO STORES LTD                ,TESCO EXPRESS                      ,279 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TJ ,1.1002027902E10,Shop and Premises                                           ,2014-02-23T00:00:00Z,64500.0,      ,      
7.1191782E7,TESCO STORES LTD                ,TESCO EXPRESS                      ,279 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TJ ,1.1002027902E10,SHOP AND PREMISES                                           ,2014-02-23T00:00:00Z,64500.0,      ,      
7.1191782E7,TESCO STORES LTD                ,TESCO EXPRESS                      ,279 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TJ ,1.1002027902E10,SHOP AND PREMISES                                           ,2014-02-23T00:00:00Z,64500.0,      ,      
7.118221E7,A&C SERVICES (OXFORD) LTD       ,282A ABINGDON ROAD                 ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.1002028201E10,SHOP AND PREMISES                                           ,2002-01-31T00:00:00Z,10250.0,Y     ,Y     
7.118221E7,A&C SERVICES (OXFORD) LTD       ,282A ABINGDON ROAD                 ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.1002028201E10,SHOP AND PREMISES                                           ,2002-01-31T00:00:00Z,10250.0,Y     ,Y     
7.118221E7,A&C SERVICES (OXFORD) LTD       ,282A ABINGDON ROAD                 ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.1002028201E10,SHOP AND PREMISES                                           ,2002-01-31T00:00:00Z,10250.0,Y     ,Y     
7.118221E7,A&C SERVICES (OXFORD) LTD       ,282A ABINGDON ROAD                 ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.1002028201E10,SHOP AND PREMISES                                           ,2002-01-31T00:00:00Z,10250.0,Y     ,Y     
7.1191972E7,ISIS CREATIVE FRAMING LTD       ,R/O 292 ABINGDON ROAD              ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.1002029202E10,WORKSHOP AND PREMISES                                       ,2015-01-04T00:00:00Z,15750.0,      ,      
7.1191972E7,ISIS CREATIVE FRAMING LTD       ,R/O 292 ABINGDON ROAD              ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.1002029202E10,WORKSHOP AND PREMISES                                       ,2015-01-04T00:00:00Z,15750.0,      ,      
7.1191972E7,ISIS CREATIVE FRAMING LTD       ,R/O 292 ABINGDON ROAD              ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.1002029202E10,WORKSHOP AND PREMISES                                       ,2015-01-04T00:00:00Z,15750.0,      ,      
7.1192301E7,S.D. TIMMO CAR SALES LIMITED    ,300 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.100203E10,SHOWROOM AND PREMISES                                       ,2015-01-08T00:00:00Z,36500.0,      ,Y     
7.1192301E7,S.D. TIMMO CAR SALES LIMITED    ,300 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.100203E10,SHOWROOM AND PREMISES                                       ,2015-01-08T00:00:00Z,36500.0,      ,Y     
7.1192301E7,S.D. TIMMO CAR SALES LIMITED    ,300 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TE ,1.100203E10,SHOWROOM AND PREMISES                                       ,2015-01-08T00:00:00Z,36500.0,      ,Y     
7.1185781E7,OXFORD DIVE CENTRE LTD          ,1ST FLR                            ,302 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TE ,1.1002030203E10,SALES AREA STORES AND PREMISES                              ,2005-01-04T00:00:00Z,11250.0,Y     ,Y     
7.1185781E7,OXFORD DIVE CENTRE LTD          ,1ST FLR                            ,302 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TE ,1.1002030203E10,SALES AREA STORES AND PREMISES                              ,2005-01-04T00:00:00Z,11250.0,Y     ,Y     
7.1185781E7,OXFORD DIVE CENTRE LTD          ,1ST FLR                            ,302 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TE ,1.1002030203E10,SALES AREA STORES AND PREMISES                              ,2005-01-04T00:00:00Z,11250.0,Y     ,Y     
7.1186441E7,NATIONAL TYRE SERVICES LTD      ,TYRE SERVICES DEPOT                ,302 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TE ,1.1002030204E10,WORKSHOP AND PREMISES                                       ,2005-01-04T00:00:00Z,55500.0,      ,      
7.1186441E7,NATIONAL TYRE SERVICES LTD      ,TYRE SERVICES DEPOT                ,302 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TE ,1.1002030204E10,WORKSHOP AND PREMISES                                       ,2005-01-04T00:00:00Z,55500.0,      ,      
7.1186441E7,NATIONAL TYRE SERVICES LTD      ,TYRE SERVICES DEPOT                ,302 ABINGDON ROAD                  ,OXFORD                          ,                                ,OX1 4TE ,1.1002030204E10,WORKSHOP AND PREMISES                                       ,2005-01-04T00:00:00Z,55500.0,      ,      
7.1193467E7,SILVER LION LTD                 ,328-330 ABINGDON ROAD              ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.10020328E10,SHOP AND PREMISES                                           ,2017-05-25T00:00:00Z,31000.0,      ,Y     
7.1193467E7,SILVER LION LTD                 ,328-330 ABINGDON ROAD              ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.10020328E10,SHOP AND PREMISES                                           ,2017-05-25T00:00:00Z,31000.0,      ,Y     
7.1193467E7,SILVER LION LTD                 ,328-330 ABINGDON ROAD              ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.10020328E10,SHOP AND PREMISES                                           ,2017-05-25T00:00:00Z,31000.0,      ,Y     
7.0958181E7,CLEAR CHANNEL UK LTD            ,ADSHEL (4102/0019)  330            ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4TQ ,1.1002033E10,ADVERTISING RIGHT                                           ,1997-10-29T00:00:00Z,600.0,      ,      
7.0958181E7,CLEAR CHANNEL UK LTD            ,ADSHEL (4102/0019)  330            ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4TQ ,1.1002033E10,ADVERTISING RIGHT                                           ,1997-10-29T00:00:00Z,600.0,      ,      
7.0958181E7,CLEAR CHANNEL UK LTD            ,ADSHEL (4102/0019)  330            ,ABINGDON ROAD                      ,OXFORD                          ,                                ,OX1 4TQ ,1.1002033E10,ADVERTISING RIGHT                                           ,1997-10-29T00:00:00Z,600.0,      ,      
7.1186742E7,ABILITY MATTERS LTD             ,332 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.10020332E10,SHOWROOM AND PREMISES                                       ,2008-03-14T00:00:00Z,17500.0,      ,Y     
7.1186742E7,ABILITY MATTERS LTD             ,332 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.10020332E10,SHOWROOM AND PREMISES                                       ,2008-03-14T00:00:00Z,17500.0,      ,Y     
7.1186742E7,ABILITY MATTERS LTD             ,332 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.10020332E10,SHOWROOM AND PREMISES                                       ,2008-03-14T00:00:00Z,17500.0,      ,Y     
7.1191104E7,TOP TACKLE LIMITED              ,SHOP  334-336 ABINGDON ROAD        ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.1002033401E10,SHOP AND PREMISES                                           ,2014-03-03T00:00:00Z,13000.0,Y     ,Y     
7.1191104E7,TOP TACKLE LIMITED              ,SHOP  334-336 ABINGDON ROAD        ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.1002033401E10,SHOP AND PREMISES                                           ,2014-03-03T00:00:00Z,13000.0,Y     ,Y     
7.1191104E7,TOP TACKLE LIMITED              ,SHOP  334-336 ABINGDON ROAD        ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.1002033401E10,SHOP AND PREMISES                                           ,2014-03-03T00:00:00Z,13000.0,Y     ,Y     
7.1185512E7,GO OUTDOORS LTD                 ,R/O 426 ABINGDON ROAD              ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.1002042601E10,CAMPING SITE AND PREMISES                                   ,2006-06-01T00:00:00Z,34725.0,      ,      
7.1185512E7,GO OUTDOORS LTD                 ,R/O 426 ABINGDON ROAD              ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.1002042601E10,CAMPING SITE AND PREMISES                                   ,2006-06-01T00:00:00Z,34725.0,      ,      
7.1185512E7,GO OUTDOORS LTD                 ,R/O 426 ABINGDON ROAD              ,OXFORD                             ,                                ,                                ,OX1 4TQ ,1.1002042601E10,CAMPING SITE AND PREMISES                                   ,2006-06-01T00:00:00Z,34725.0,      ,      
7.1185513E7,GO OUTDOORS LTD                 ,428 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4XG ,1.1002042605E10,SHOWROOM AND PREMISES                                       ,2006-06-01T00:00:00Z,115000.0,      ,      
7.1185513E7,GO OUTDOORS LTD                 ,428 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4XG ,1.1002042605E10,SHOWROOM AND PREMISES                                       ,2006-06-01T00:00:00Z,115000.0,      ,      
7.1185513E7,GO OUTDOORS LTD                 ,428 ABINGDON ROAD                  ,OXFORD                             ,                                ,                                ,OX1 4XG ,1.1002042605E10,SHOWROOM AND PREMISES                                       ,2006-06-01T00:00:00Z,115000.0,      ,      
7.0906071E7,JCDECAUX UK LIMITED             ,ADVERTISING RIGHT ADJ 432 ABINGDON ,ROAD                               ,OXFORD                          ,                                ,OX1 4TQ ,1.1002043201E10,ADVERTISING RIGHT AND PREMISES                              ,1997-01-04T00:00:00Z,1050.0,      ,      
7.0906071E7,JCDECAUX UK LIMITED             ,ADVERTISING RIGHT ADJ 432 ABINGDON ,ROAD                               ,OXFORD                          ,                                ,OX1 4TQ ,1.1002043201E10,ADVERTISING RIGHT AND PREMISES                              ,1997-01-04T00:00:00Z,1050.0,      ,      
7.0906071E7,JCDECAUX UK LIMITED             ,ADVERTISING RIGHT ADJ 432 ABINGDON ,ROAD                               ,OXFORD                          ,                                ,OX1 4TQ ,1.1002043201E10,ADVERTISING RIGHT AND PREMISES                              ,1997-01-04T00:00:00Z,1050.0,      ,      
7.1188673E7,VODAFONE LIMITED                ,VODAFONE (55576)                   ,QUEENS COLLEGE SPORTSGROUND        ,ABINGDON ROAD                   ,OXFORD                          ,OX1 4PP ,1.1002055576E10,Communication Station and Premises                          ,2010-01-04T00:00:00Z,4400.0,      ,      
7.1188673E7,VODAFONE LIMITED                ,VODAFONE (55576)                   ,QUEENS COLLEGE SPORTSGROUND        ,ABINGDON ROAD                   ,OXFORD                          ,OX1 4PP ,1.1002055576E10,COMMUNICATION STATION AND PREMISES                          ,2010-01-04T00:00:00Z,4400.0,      ,      
7.1188673E7,VODAFONE LIMITED                ,VODAFONE (55576)                   ,QUEENS COLLEGE SPORTSGROUND        ,ABINGDON ROAD                   ,OXFORD                          ,OX1 4PP ,1.1002055576E10,COMMUNICATION STATION AND PREMISES                          ,2010-01-04T00:00:00Z,4400.0,      ,      
7.119374E7,AGTC LTD                        ,4 ACER WALK                        ,NORTH PARADE                       ,OXFORD                          ,                                ,OX2 6EX ,1.1002400004E10,OFFICES AND PREMISES                                        ,2017-08-25T00:00:00Z,8900.0,Y     ,      
7.119374E7,AGTC LTD                        ,4 ACER WALK                        ,NORTH PARADE                       ,OXFORD                          ,                                ,OX2 6EX ,1.1002400004E10,OFFICES AND PREMISES                                        ,2017-08-25T00:00:00Z,8900.0,Y     ,      
7.119374E7,AGTC LTD                        ,4 ACER WALK                        ,NORTH PARADE                       ,OXFORD                          ,                                ,OX2 6EX ,1.1002400004E10,OFFICES AND PREMISES                                        ,2017-08-25T00:00:00Z,8900.0,Y     ,      
7.1191639E7,HOGREFE LTD                     ,HOGREFE HOUSE                      ,ALBION PLACE                       ,OXFORD                          ,                                ,OX1 1QZ ,1.10052E10,Offices and Premises                                        ,2014-07-14T00:00:00Z,94000.0,      ,      
7.1191639E7,HOGREFE LTD                     ,HOGREFE HOUSE                      ,ALBION PLACE                       ,OXFORD                          ,                                ,OX1 1QZ ,1.10052E10,OFFICES AND PREMISES                                        ,2014-07-14T00:00:00Z,94000.0,      ,      
7.1191639E7,HOGREFE LTD                     ,HOGREFE HOUSE                      ,ALBION PLACE                       ,OXFORD                          ,                                ,OX1 1QZ ,1.10052E10,OFFICES AND PREMISES                                        ,2014-07-14T00:00:00Z,94000.0,      ,      
7.1192732E7,WESTGATE OXFORD ALLIANCE LIMITED,1ST FLR ALBION HOUSE               ,ALBION PLACE                       ,OXFORD                          ,                                ,OX1 1SL ,1.1005200107E10,Offices and Premises                                        ,2015-01-10T00:00:00Z,39500.0,      ,      
7.1192732E7,WESTGATE OXFORD ALLIANCE LIMITED,1ST FLR ALBION HOUSE               ,ALBION PLACE                       ,OXFORD                          ,                                ,OX1 1SL ,1.1005200107E10,OFFICES AND PREMISES                                        ,2015-01-10T00:00:00Z,39500.0,      ,      
7.1192732E7,WESTGATE OXFORD ALLIANCE LIMITED,1ST FLR ALBION HOUSE               ,ALBION PLACE                       ,OXFORD                          ,                                ,OX1 1SL ,1.1005200107E10,OFFICES AND PREMISES                                        ,2015-01-10T00:00:00Z,39500.0,      ,      
7.1192716E7,RIDGEWAY GARAGES (NEWBURY) LTD  ,OXFORD AUDI CENTRE                 ,ALEC ISSIGONIS WAY                 ,OXFORD BUSINESS PARK NORTH      ,OXFORD                          ,OX4 2HW ,1.1007300001E10,Car Showroom and Premises                                   ,2014-07-24T00:00:00Z,510000.0,      ,      
7.1192716E7,RIDGEWAY GARAGES (NEWBURY) LTD  ,OXFORD AUDI CENTRE                 ,ALEC ISSIGONIS WAY                 ,OXFORD BUSINESS PARK NORTH      ,OXFORD                          ,OX4 2HW ,1.1007300001E10,CAR SHOWROOM AND PREMISES                                   ,2014-07-24T00:00:00Z,510000.0,      ,      
7.1192716E7,RIDGEWAY GARAGES (NEWBURY) LTD  ,OXFORD AUDI CENTRE                 ,ALEC ISSIGONIS WAY                 ,OXFORD BUSINESS PARK NORTH      ,OXFORD                          ,OX4 2HW ,1.1007300001E10,CAR SHOWROOM AND PREMISES                                   ,2014-07-24T00:00:00Z,510000.0,      ,      
7.1192645E7,OXFORD FERTILITY LTD            ,GND FLR LHS & 1ST FLR              ,8000 ALEC ISSIGONIS WAY            ,OXFORD BUSINESS PARK NORTH      ,COWLEY                          ,OX4 2HW ,1.1007308002E10,Offices and Premises                                        ,2010-01-04T00:00:00Z,216000.0,      ,      
7.1192645E7,OXFORD FERTILITY LTD            ,GND FLR LHS & 1ST FLR              ,8000 ALEC ISSIGONIS WAY            ,OXFORD BUSINESS PARK NORTH      ,COWLEY                          ,OX4 2HW ,1.1007308002E10,OFFICES AND PREMISES                                        ,2010-01-04T00:00:00Z,216000.0,      ,      
7.1192645E7,OXFORD FERTILITY LTD            ,GND FLR LHS & 1ST FLR              ,8000 ALEC ISSIGONIS WAY            ,OXFORD BUSINESS PARK NORTH      ,COWLEY                          ,OX4 2HW ,1.1007308002E10,OFFICES AND PREMISES                                        ,2010-01-04T00:00:00Z,216000.0,      ,      
7.1188121E7,PUBLISHING TECHNOLOGY PLC       ,1ST FLR 8100 ALEX ISSIGONIS WAY    ,OXFORD BUSINESS PARK NORTH         ,COWLEY                          ,                                ,OX4 2HU ,1100730810B        ,Offices and Premises                                        ,2010-01-30T00:00:00Z,123000.0,      ,      
7.1188121E7,PUBLISHING TECHNOLOGY PLC       ,1ST FLR 8100 ALEX ISSIGONIS WAY    ,OXFORD BUSINESS PARK NORTH         ,COWLEY                          ,                                ,OX4 2HU ,1100730810B        ,OFFICES AND PREMISES                                        ,2010-01-30T00:00:00Z,123000.0,      ,      
7.1188121E7,PUBLISHING TECHNOLOGY PLC       ,1ST FLR 8100 ALEX ISSIGONIS WAY    ,OXFORD BUSINESS PARK NORTH         ,COWLEY                          ,                                ,OX4 2HU ,1100730810B        ,OFFICES AND PREMISES                                        ,2010-01-30T00:00:00Z,123000.0,      ,      
7.1192812E7,OEE CONSULTING LTD              ,GND FLR SOUTH 8100                 ,ALEC ISSISGONIS WAY                ,OXFORD BUSINESS PARK NORTH      ,COWLEY                          ,OX4 2HW ,1100730810C        ,Offices and Premises                                        ,2016-02-22T00:00:00Z,54500.0,      ,      
7.1192812E7,OEE CONSULTING LTD              ,GND FLR SOUTH 8100                 ,ALEC ISSISGONIS WAY                ,OXFORD BUSINESS PARK NORTH      ,COWLEY                          ,OX4 2HW ,1100730810C        ,OFFICES AND PREMISES                                        ,2016-02-22T00:00:00Z,54500.0,      ,      
7.1192812E7,OEE CONSULTING LTD              ,GND FLR SOUTH 8100                 ,ALEC ISSISGONIS WAY                ,OXFORD BUSINESS PARK NORTH      ,COWLEY                          ,OX4 2HW ,1100730810C        ,OFFICES AND PREMISES                                        ,2016-02-22T00:00:00Z,54500.0,      ,      
7.1192813E7,JOHN WILEY & SONS LTD           ,GND FLR NORTH 8100                 ,ALEC ISSIGONIS WAY                 ,OXFORD BUSINESS PARK NORTH      ,COWLEY                          ,OX4 2HW ,1100730810D        ,Offices and Premises                                        ,2016-02-22T00:00:00Z,59500.0,      ,      
7.1192813E7,JOHN WILEY & SONS LTD           ,GND FLR NORTH 8100                 ,ALEC ISSIGONIS WAY                 ,OXFORD BUSINESS PARK NORTH      ,COWLEY                          ,OX4 2HW ,1100730810D        ,OFFICES AND PREMISES                                        ,2016-02-22T00:00:00Z,59500.0,      ,      
7.1192813E7,JOHN WILEY & SONS LTD           ,GND FLR NORTH 8100                 ,ALEC ISSIGONIS WAY                 ,OXFORD BUSINESS PARK NORTH      ,COWLEY                          ,OX4 2HW ,1100730810D        ,OFFICES AND PREMISES                                        ,2016-02-22T00:00:00Z,59500.0,      ,      
7.1184167E7,DAVID LLOYD LEISURE LTD         ,ALEX ISSIGONIS WAY                 ,OXFORD BUSINESS PARK NORTH         ,COWLEY                          ,OXFORD                          ,OX4 2JZ ,1.1007309E10,HEALTH AND FITNESS CENTRE AND PREMISES                      ,2004-01-04T00:00:00Z,400000.0,      ,      
7.1184167E7,DAVID LLOYD LEISURE LTD         ,ALEX ISSIGONIS WAY                 ,OXFORD BUSINESS PARK NORTH         ,COWLEY                          ,OXFORD                          ,OX4 2JZ ,1.1007309E10,LEISURE CENTRE AND PREMISES                                 ,2004-01-04T00:00:00Z,400000.0,      ,      
